KIC TYC ra dec numax sig_numax dnu sig_dnu teff sig_teff logg sig_logg feh sig_feh plx sig_plx btmag sig_btmag vtmag sig_vtmag gmag sig_gmag rmag sig_rmag imag sig_imag zmag sig_zmag jmag sig_jmag hmag sig_hmag kmag sig_kmag clump src
     6531928     3143-932-1   294.71287950    41.96587000   456.958     3.783    31.375     0.126  5111.0    77.3     3.581     0.005    -0.640     0.101     3.39396337     0.28475994  11.989   0.100  11.064   0.066  11.256   0.020  10.636   0.020  10.399   0.020  10.299   0.020   9.325   0.022   8.915   0.028   8.833   0.024  0  spc
     6543282     3144-282-1   297.44763200    41.90316000    35.027     0.854     4.140     0.035  4703.6    86.0     2.448     0.011     0.078     0.060     0.82848918     0.28106883  12.476   0.195  11.025   0.071  11.611   0.020  10.646   0.020  10.307   0.020  10.130   0.020   8.990   0.019   8.455   0.023   8.354   0.020  1  apo
     6547007      3145-76-1   298.23832000    41.97026400    37.445     0.487     4.522     0.015  4757.6    86.0     2.479     0.007    -0.724     0.060     1.83393168     0.49532458  11.872   0.091  10.709   0.054  11.177   0.020  10.379   0.020  10.054   0.020   9.898   0.020   8.843   0.023   8.314   0.021   8.198   0.014 -1  apo
     6550823     3145-732-1   299.02236500    41.97545200    45.163     0.612     5.126     0.014  4652.2    86.0     2.556     0.007    -0.409     0.060     1.45813704     0.58304828  12.164   0.135  11.213   0.081  11.696   0.020  10.775   0.020  10.456   0.020  10.265   0.020   9.122   0.041   8.545   0.036   8.448   0.029 -1  apo
     6579998     3126-920-1   281.76716100    42.09051500    32.190     1.245     4.263     0.089  5003.3    86.0     2.425     0.017    -0.741     0.060     0.49811929     0.24186249  13.014   0.231  11.652   0.114  12.064   0.020  11.357   0.020  11.084   0.020  10.929   0.020   9.887   0.021   9.413   0.021   9.334   0.011  1  apo
     6587236     3128-898-1   285.08874000    42.05875000   488.910    30.130    31.308     0.572  5909.0    77.3     3.642     0.027    -0.290     0.101     1.46668568     0.25816445  11.731   0.073  10.991   0.062  11.379   0.020  10.971   0.020  10.848   0.020  10.816   0.020   9.973   0.019   9.713   0.018   9.663   0.014  0  spc
     6587245     3128-324-1   285.09447800    42.02601600    24.240     0.498     2.749     0.016  4603.7    86.0     2.283     0.010    -0.056     0.060     1.10257375     0.24154171  11.648   0.068  10.258   0.035  10.727   0.020   9.719   0.020   9.387   0.020   9.198   0.020   8.030   0.043   7.423   0.016   7.300   0.020 -1  apo
     6590363     3128-568-1   286.45323100    42.08356900    31.605     0.889     3.657     0.013  4545.6    86.0     2.396     0.013    -0.009     0.060     0.80411839     0.27606502  12.770   0.222  11.489   0.093  11.918   0.020  10.907   0.020  10.582   0.020  10.387   0.020   9.231   0.021   8.632   0.020   8.501   0.012 -1  apo
     6590668    3128-1902-1   286.57905700    42.03472500    12.218     0.405     1.828     0.043  4564.0    86.0     1.984     0.015    -0.195     0.060     0.84028417     0.30434871  11.313   0.055   9.854   0.025  10.288   0.020   9.325   0.020   9.015   0.020   8.825   0.020   7.648   0.021   7.090   0.016   6.973   0.018 -1  apo
     6591027    3128-1056-1   286.74145600    42.00863600    54.782     0.921     5.438     0.012  4621.6    86.0     2.638     0.008     0.137     0.060     0.76243621     0.42159235  13.826   0.380  12.389   0.191  12.749   0.020  11.807   0.020  11.499   0.020  11.333   0.020  10.163   0.020   9.595   0.019   9.472   0.012 -1  apo
     6591336     3128-108-1   286.86445200    42.06959200    24.512     0.503     2.961     0.009  4317.5    86.0     2.274     0.010     0.290     0.060     0.72602767     0.28937650  14.125   0.431  12.003   0.154  12.719   0.020  11.549   0.020  11.149   0.020  10.911   0.020   9.680   0.022   9.064   0.018   8.887   0.014 -1  apo
     6592305    3128-1942-1   287.25286050    42.05483000   837.449    24.732    46.861     0.529  6074.0    77.3     3.882     0.013     0.020     0.101     3.50277535     0.25342727  10.753   0.040  10.070   0.031  10.236   0.020   9.877   0.020   9.752   0.020   9.754   0.020   8.950   0.030   8.703   0.031   8.625   0.011  0  spc
     6593461    3129-2713-1   287.71899000    42.05559000  1958.679   144.563    89.911     3.458  5710.0    77.3     4.238     0.032     0.250     0.101     3.34516671     0.85514974  11.895   0.104  11.281   0.098  11.738   0.020  11.227   0.020  11.093   0.020  11.054   0.020  10.171   0.020   9.898   0.018   9.831   0.011  0  spc
     6593620    3129-2855-1   287.77567050    42.04547000  1274.074    69.643    67.665     1.739  5592.0    77.3     4.046     0.024    -0.260     0.101     2.99645946     0.26765655  12.118   0.139  11.466   0.108  11.725   0.020  11.245   0.020  11.105   0.020  11.052   0.020  10.125   0.020   9.804   0.019   9.762   0.011  0  spc
     6603624     3142-403-1   291.04665000    42.05270000  2382.916    10.548   110.321     0.021  5674.0    77.3     4.321     0.004     0.280     0.101    11.96694637     0.24542505  10.160   0.024   9.282   0.016   9.485   0.020   8.971   0.020   8.845   0.020   8.784   0.020   7.918   0.024   7.624   0.024   7.566   0.024  0  spc
     6605673      3142-93-1   291.67240950    42.06152000  1246.173    85.806    68.074     0.593  6046.0    77.3     4.054     0.030    -0.270     0.101     3.01619793     0.56874925  11.778   0.072  11.133   0.068  11.306   0.020  10.953   0.020  10.845   0.020  10.818   0.020  10.007   0.023   9.757   0.017   9.704   0.016  0  spc
     6606428    3142-1386-1   291.91838100    42.05135300     3.425     0.144     0.667     0.023  4053.6    86.0     1.406     0.019     0.036     0.060    -0.23272894     0.78372210  13.826   0.399  11.535   0.102 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   8.522   0.023   7.758   0.020   7.561   0.018 -1  apo
     6610354      3143-92-1   293.06518100    42.04948800    47.974     0.964     4.596     0.015  4971.4    86.0     2.597     0.010    -0.162     0.060     1.43033051     0.24360783  10.564   0.033   9.586   0.020   9.896   0.020   9.233   0.020   9.004   0.020   8.892   0.020   7.894   0.020   7.427   0.017   7.360   0.017  1  apo
     6610828     3143-178-1   293.19916900    42.02785500    35.181     1.198     4.067     0.028  4873.6    86.0     2.457     0.015    -0.190     0.060     1.05993330     0.33172742  14.886   0.607  12.351   0.192  12.471   0.020  11.627   0.020  11.332   0.020  11.178   0.020  10.130   0.018   9.607   0.017   9.487   0.020  1  apo
     6612225    3143-2174-1   293.58990000    42.08690000  1113.110    22.920    58.904     2.578  6318.0    77.3     4.014     0.009    -0.310     0.101     2.71893035     0.27467426  10.970   0.047  10.546   0.044  10.632   0.020  10.336   0.020  10.262   0.020  10.271   0.020   9.506   0.021   9.264   0.019   9.237   0.012  0  spc
     6612293     3143-106-1   293.61023100    42.04158800    43.748     0.463     4.443     0.016  4751.8    86.0     2.547     0.006    -0.139     0.060     1.13391793     0.27446389  12.411   0.170  11.411   0.091  11.977   0.020  11.054   0.020  10.739   0.020  10.564   0.020   9.459   0.021   8.870   0.018   8.760   0.012 -1  apo
     6613846     3143-150-1   294.03507500    42.04986200    12.524     0.651     1.736     0.016  4280.7    86.0     1.981     0.023     0.065     0.060     0.67989784     0.38680515  13.806   0.413  12.036   0.178  12.619   0.020  11.395   0.020  10.967   0.020  10.701   0.020   9.462   0.025   8.781   0.023   8.602   0.012 -1  apo
     6614588    3143-2152-1   294.23833600    42.09074800    41.242     0.622     4.483     0.027  4834.0    86.0     2.525     0.008    -0.141     0.060     1.03518605     0.32357183  12.596   0.201  11.325   0.085  11.981   0.020  11.123   0.020  10.843   0.020  10.647   0.020   9.592   0.021   9.058   0.019   8.945   0.012  1  apo
     6629205     3145-110-1   297.68230200    42.07251700    36.591     0.886     3.893     0.025  4689.8    86.0     2.466     0.011    -0.018     0.060     1.27988076     0.30067018  11.141   0.053   9.681   0.025  10.105   0.020   9.163   0.020   8.862   0.020   8.672   0.020   7.543   0.019   7.017   0.017   6.901   0.016  1  apo
     6631489    3145-1026-1   298.13538600    42.00641600    20.556     0.670     2.500     0.025  4597.1    86.0     2.211     0.015     0.029     0.060     1.52474022     0.35843268  11.401   0.064   9.866   0.028  10.326   0.020   9.326   0.020   9.031   0.020   8.834   0.020   7.619   0.019   7.078   0.023   6.924   0.015 -1  apo
     6664431    3126-1685-1   281.30326000    42.14826200    81.805     0.944     6.968     0.021  5070.4    86.0     2.833     0.006    -0.058     0.060     0.75191569     0.28424510  11.900   0.093  10.767   0.056  11.185   0.020  10.427   0.020  10.161   0.020  10.003   0.020   9.005   0.030   8.575   0.020   8.456   0.011  1  apo
     6664950    3126-2204-1   281.58525500    42.13316000    39.262     0.946     4.410     0.031  4803.6    86.0     2.502     0.011    -0.383     0.060     0.44464862     0.25282705  13.143   0.266  12.029   0.151  12.665   0.020  11.849   0.020  11.554   0.020  11.379   0.020  10.321   0.022   9.832   0.021   9.728   0.011  1  apo
     6665058     3126-787-1   281.64578300    42.13980900   107.161     0.555     9.750     0.030  4679.7    86.0     2.932     0.005    -0.192     0.060     1.02913356     0.27612725  12.924   0.230  11.599   0.101  12.267   0.020  11.377   0.020  11.105   0.020  10.884   0.020   9.844   0.021   9.329   0.021   9.211   0.011  0  apo
     6665526     3126-594-1   281.90693100    42.10150500   221.208     2.429    16.272     0.020  5059.7    86.0     3.264     0.006    -0.324     0.060     1.33104372     0.22087805  12.576   0.171  11.234   0.073  11.850   0.020  11.177   0.020  10.935   0.020  10.825   0.020   9.859   0.023   9.414   0.021   9.313   0.011 -1  apo
     6666229     3126-782-1   282.28294200    42.19690700     6.337     0.273     1.308     0.087  4449.7    86.0     1.693     0.019    -0.409     0.060     0.40674290     0.26669103  14.447   0.456  12.019   0.145  12.457   0.020  11.455   0.020  11.064   0.020  10.844   0.020   9.720   0.021   9.058   0.026   8.930   0.011 -1  apo
     6671492    3127-1875-1   284.59621950    42.11885000   746.600    41.886    42.105     0.708  5908.0    77.3     3.826     0.025     0.200     0.101     1.06365915     0.44083534  12.094   0.117  11.382   0.087  11.592   0.020  11.172   0.020  11.072   0.020  11.063   0.020  10.245   0.021  10.008   0.017   9.960   0.016  0  spc
     6677653    3128-1616-1   287.30551400    42.15583000    72.702     1.247     6.096     0.020  4983.4    86.0     2.778     0.008     0.134     0.060     0.92704451     0.24907926  12.364   0.149  11.061   0.063  11.529   0.020  10.759   0.020  10.486   0.020  10.359   0.020   9.319   0.029   8.878   0.020   8.755   0.011  1  apo
     6678428    3129-1918-1   287.62504500    42.18464700    35.740     0.570     4.228     0.037  4772.6    86.0     2.460     0.008    -0.040     0.060     0.74348694     0.31150088  12.992   0.266  11.775   0.141  12.206   0.020  11.312   0.020  10.993   0.020  10.816   0.020   9.712   0.021   9.186   0.021   9.065   0.011  1  apo
     6678432     3129-798-1   287.62597000    42.12939100    56.170     0.598     5.699     0.011  4563.3    86.0     2.646     0.006     0.116     0.060     1.37357032     0.26919162  12.722   0.232  11.283   0.086  11.653   0.020  10.634   0.020  10.289   0.020  10.082   0.020   8.984   0.032   8.384   0.020   8.275   0.027 -1  apo
     6679371    3129-2108-1   287.97280050    42.10775000   989.270     6.361    50.705     0.036  6479.0    77.3     3.968     0.004     0.010     0.101     5.58393747     0.24027548   9.272   0.018   8.792   0.014   8.850   0.020   8.624   0.020   8.601   0.020   8.584   0.020   7.807   0.026   7.643   0.017   7.600   0.026  0  spc
     6680386    3129-2402-1   288.33130300    42.14895600    29.350     0.740     3.907     0.027  4898.3    86.0     2.380     0.012    -0.341     0.060     0.96683407     0.32870770  13.748   0.365  12.103   0.164  11.958   0.020  11.176   0.020  10.880   0.020  10.714   0.020   9.682   0.025   9.190   0.018   9.081   0.011  1  apo
     6680734    3129-1020-1   288.46515800    42.18952900    17.277     0.659     2.406     0.014  4571.0    86.0     2.135     0.017    -0.402     0.060     0.61978406     0.33645093  13.768   0.374  12.098   0.166  12.543   0.020  11.626   0.020  11.270   0.020  11.058   0.020   9.927   0.023   9.335   0.022   9.197   0.011 -1  apo
     6681414    3129-1790-1   288.70656000    42.15987800    40.229     0.737     4.612     0.016  4632.5    86.0     2.505     0.009    -0.217     0.060     1.12500465     0.42822686  13.084   0.267  11.917   0.152  12.218   0.020  11.313   0.020  10.972   0.020  10.792   0.020   9.713   0.025   9.185   0.020   9.003   0.014 -1  apo
     6688318     3142-229-1   290.84195900    42.18313600    96.752     1.491     7.910     0.031  5023.9    86.0     2.903     0.008    -0.046     0.060     0.86945033     0.31082112  12.482   0.168  11.236   0.071  11.635   0.020  10.888   0.020  10.622   0.020  10.486   0.020   9.513   0.025   9.025   0.018   8.948   0.011 -1  apo
     6688822    3142-1744-1   291.00144900    42.14588000   827.064    36.145    47.048     0.699  5600.0    77.3     3.859     0.019     0.340     0.101     3.69487081     0.27406380  11.222   0.050  10.327   0.034  10.593   0.020  10.042   0.020   9.865   0.020   9.768   0.020   8.909   0.019   8.627   0.021   8.543   0.011  0  spc
     6689943     3142-591-1   291.35283000    42.12356000  1679.601    63.088    80.825     1.731  5983.0    77.3     4.181     0.017    -0.020     0.101     4.19884921     0.30913027  11.036   0.045  10.403   0.036  10.539   0.020  10.152   0.020  10.037   0.020  10.011   0.020   9.220   0.021   8.920   0.017   8.872   0.014  0  spc
     6690139    3142-1203-1   291.41326500    42.18706500   115.223     0.820     9.648     0.018  4961.3    86.0     2.977     0.005    -0.277     0.060     0.86283433     0.30202830  13.647   0.344  12.016   0.154  12.344   0.020  11.620   0.020  11.333   0.020  11.188   0.020  10.154   0.021   9.688   0.021   9.606   0.014  0  apo
     6693861    3143-1733-1   292.53714000    42.15396000   786.144     6.644    47.298     0.149  5592.0    77.3     3.837     0.005    -0.370     0.101     2.35660968     0.30946814  12.292   0.150  11.482   0.094  11.873   0.020  11.436   0.020  11.255   0.020  11.189   0.020  10.326   0.021  10.008   0.017   9.974   0.017  0  spc
     6696436    3143-1749-1   293.25189500    42.16668300    25.858     0.452     3.198     0.013  4579.9    86.0     2.310     0.009    -0.398     0.060     1.48033214     0.25465521  11.138   0.049   9.812   0.024  10.212   0.020   9.327   0.020   9.004   0.020   8.807   0.020   7.695   0.019   7.142   0.020   7.015   0.023 -1  apo
     6700113    3143-1897-1   294.20181200    42.15646400    97.104     1.156     7.572     0.065  5101.6    86.0     2.908     0.006    -0.078     0.060     0.63709491     0.26164865  11.752   0.074  10.790   0.056  11.106   0.020  10.420   0.020  10.168   0.020  10.027   0.020   9.026   0.027   8.617   0.031   8.513   0.014  1  apo
